Date,AT,BA,BE,BG,CH,CY,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IS,IT,LT,LU,LV,ME,MK,NI,NL,NO,PL,PT,RO,RS,SE,SI,SK
2006/1/1,145451,33772,207683,95504,139956,9396,158279,1178040.659,95190,24240,559526.5306,274243,1416620,862636.3637,118975,46212,99465,73816.16162,46642,666542,26388.17204,14656,17823,10085,30666,24151,255022,457617,328276,115802.0619,124629,109364,472863,30469.47368,75491
2006/1/2,176630,33675,238491,103402,146195,10756,194959,1509540.659,98136,26396,715551.0204,291092,1584000,975930.6818,137338,51516,119061,76234.34343,48197,855403,28179.56989,16795,20203,10559,33035,23703,314663,469580,408152,147116.4948,125780,114592,487585,31809.47368,83333
2006/1/3,179083,35631,274702,114264,155028,11047,207577,1584069.231,99828,26510,772057.1429,286191,1705828,996298.8637,148536,52717,126763,75091.9192,48716,914705,29753.76344,18891,20693,11523,32786,25866,326082,468754,432641,159410.3093,141366,124628,500255,39152.63158,85599
2006/1/4,179265,37162,285565,118232,148748,10275,209400,1600509.89,115910,27915,792676.5306,293990,1749411,969275,150376,53703,128354,87485.85859,48686,926705,33325.80645,17644,22853,12215,33636,25607,328763,490222,434236,163016.4948,148646,135893,525910,42337.89474,87658
2006/1/5,178663,37386,291082,119511,137324,12329,212090,1622650.549,117052,28389,779956.1224,305419,1813676,956019.3182,154055,53629,129160,89694.94949,48824,927560,33404.30108,19994,23392,12319,33510,25176,329469,513643,439291,165607.2165,154034,141491,560086,43293.68421,88179
2006/1/6,154148,37073,288664,122034,162863,10572,209060,1543048.352,116757,28643,650805.102,303093,1813455,1034211.364,135052,47564,127983,92216.16162,48152,754696,33604.30107,18988,23748,11421,32567,29126,325107,535809,440616,164631.9588,152788,138489,551334,42911.57895,82059
2006/1/7,156047,34817,258324,118660,156711,12906,184961,1431709.89,119529,29183,682763.2653,320501,1632947,1048560.227,143803,48770,115633,93639.39394,47965,794508,33249.46236,18474,24051,10691,29083,29810,287809,532426,404183,142524.7423,142294,122737,572118,38714.73684,82403
2006/1/8,150349,34664,245814,120041,152640,14016,183698,1326172.527,118590,29293,648635.7143,321334,1520619,1068446.591,136897,46745,110570,93039.39394,47578,743939,32602.15054,16675,23648,10686,29560,30009,268182,534842,370431,131963.9175,137468,124804,577043,36162.10526,83236
2006/1/9,182307,36475,283351,130508,153671,14168,215277,1673387.912,107935,26679,805797.9592,309894,1730980,1073096.591,159330,53717,126267,86167.67677,48994,990321,29680.64516,19830,21629,10648,31090,30007,328132,519060,439481,161363.9175,157705,119768,549194,42157.89474,91484
2006/1/10,189319,35497,287659,131010,155570,14316,221251,1733013.187,103395,27263,839620.4082,289806,1784733,1078664.773,164515,54918,128596,82557.57576,46086,1032485,29294.62366,21067,21328,11302,31691,29505,330482,497315,450135,166208.2474,162090,121017,520101,43296.84211,92399
2006/1/11,193458,36189,290018,131177,141710,12241,223957,1734689.011,118947,30875,828387.7551,295572,1792851,974351.1364,164124,55504,129604,89962.62626,44382,1043476,33436.55914,21486,24150,11830,30608,27032,328847,519035,450594,167722.6804,162726,131498,549179,44148.42105,93033
2006/1/12,193175,37048,288169,132705,138542,14329,226306,1707743.956,119655,30668,832251.0204,288217,1756707,980959.0909,165668,55431,131367,91698.9899,47764,1045245,33988.17204,21376,24740,11764,30720,25159,334935,501649,452064,166355.6701,164807,134743,552207,44135.78947,94101
2006/1/13,193480,37326,286233,133014,162489,14649,219486,1695265.934,119097,29761,829442.8571,286954,1727839,1082379.545,164297,55590,130543,90963.63636,47487,1033826,35050.53763,22132,25246,11895,30434,28149,327973,498366,445718,166992.7835,165975,138117,552910,43672.63158,94297
2006/1/14,172959,36368,255156,127635,164412,14424,197144,1500053.846,119891,30146,734586.7347,291464,1581361,1118061.364,156307,52974,119267,89140.40404,46220,890278,34682.7957,19605,25206,11915,29745,29028,286376,497604,413426,143964.9485,157257,139889,538786,39648.42106,89480
2006/1/15,159382,35650,244525,124561,162256,13676,190170,1388409.89,116550,29774,673330.6122,287031,1518690,1090577.273,144120,50567,113621,84870.70707,46717,780467,34331.1828,16738,25237,12005,29578,30162,268837,491932,375844,136441.2371,143863,139876,518336,37014.73684,86681
2006/1/16,193152,37318,284815,132288,162770,12993,221484,1714901.099,104197,26973,838509.1837,266092,1723216,1087693.182,163240,57020,131035,77271.71717,48571,1027575,31321.50538,19314,22749,11993,29782,29009,326362,455305,444593,163932.9897,163520,137860,467392,42772.63158,94601
2006/1/17,198044,37340,286940,132838,161894,11947,224733,1758440.659,102170,26595,820167.3469,260658,1717055,1074086.364,165275,57386,134282,73617.17172,48824,1063688,29608.60215,20721,21292,12232,29505,28896,332196,445142,457287,171500,171894,136850,461959,44194.73684,96809
2006/1/18,194236,36164,286904,132442,145325,10638,221841,1728873.626,116701,29354,806205.1021,286901,1648309,969235.2273,162915,56842,133895,83377.77778,48507,1055330,33559.13979,20283,24471,12154,28946,26366,333834,469220,457746,166980.4124,170324,143126,505460,44187.36842,95839
2006/1/19,190798,35781,282707,131645,139516,12328,221162,1713114.286,117700,30600,795864.2857,296226,1597461,945545.4545,159305,54982,132749,85449.49495,48813,1051313,34103.22581,21269,24839,12262,28097,25952,334662,466728,458742,163678.3505,165967,143462,505221,43766.31579,95001
2006/1/20,188488,34867,277079,132035,160439,11600,217709,1693152.747,118205,31377,799250,305843,1589882,1102510.227,158217,55059,132174,85016.16162,48420,1054748,33944.08602,20728,25011,12246,28406,29469,318879,470335,462203,161502.0619,165518,140893,509665,43231.57895,94877
2006/1/21,167687,35075,251967,124536,161279,11400,190875,1485924.176,118690,31407,702425.5102,317866,1459394,1110676.136,149550,52129,120383,84940.40404,47441,897581,34361.29032,18007,24977,12500,28340,30287,276712,470352,426559,140927.8351,156250,144751,511149,38604.21053,88064
2006/1/22,156545,34562,243588,123127,162511,11284,189246,1368073.626,116367,31945,627457.1429,326047,1442029,1095126.136,141266,48819,115045,81649.49495,47639,769296,34400,17265,25272,12782,28899,29969,270956,468545,396401,130008.2474,142929,147103,504029,35783.1579,85302
2006/1/23,192528,37373,285755,141138,164709,10964,228924,1717975.824,103491,29877,796967.3469,308308,1719544,1095996.591,165614,58867,132522,77738.38384,49234,1024552,31889.24731,20505,23363,12758,29205,29248,331609,445952,466171,159616.4948,162787,145379,468691,43222.10526,95317
2006/1/24,197142,38563,293816,148579,164016,10086,235354,1762308.791,102009,29868,825285.7143,298476,1804337,1102681.818,168007,61017,135819,75147.47475,48953,1068805,31995.69893,20743,23403,13082,29346,29248,337993,440375,480170,167796.9072,169215,143070,476678,44756.8421,99049
2006/1/25,200054,39732,293348,150095,153085,9437,237243,1774014.286,119694,31754,832311.2245,305506,1792031,957240.9091,166459,60960,136811,85004.0404,49389,1076751,36474.19355,21993,26559,13013,29157,26623,332616,474884,475625,165951.5464,168806,152059,537054,45485.26316,99287
2006/1/26,200006,40281,295270,147720,145188,10775,234609,1758841.758,123320,32188,832771.4286,314040,1806425,957459.0909,168398,60662,136469,87563.63636,49521,1081841,36433.33333,21167,26149,13130,28739,25621,332752,480343,468289,164047.4227,169035,156280,545732,45716.84211,98810
2006/1/27,194617,38883,295527,145056,164448,11316,230005,1742664.835,122945,33362,863865.3061,327353,1885765,1082803.409,170224,59480,135612,86340.40404,49461,1056458,37039.78495,22230,26833,12984,29349,28538,335491,457642,465174,166964.9485,166532,154438,526041,45141.05263,97640
2006/1/28,175385,37909,266865,138732,167645,11131,208224,1515508.791,116550,33546,781080.6122,330234,1757140,1093725,159351,54656,123622,84940.40404,47839,891255,36262.36559,20255,26543,13121,27841,28676,291352,456638,427629,149042.268,158196,155460,511718,40872.63158,92384
2006/1/29,161638,35515,250632,131341,168016,10966,201955,1376159.341,115295,31850,705432.6531,321906,1613292,1106050,145667,49505,116100,83733.33333,47894,768968,34253.76344,17107,25228,12632,29401,28518,268774,472612,385619,142398.9691,143841,151376,541094,37075.78948,88976
2006/1/30,193308,36113,287585,132891,167568,11531,230825,1704539.56,104018,28255,859924.4898,296637,1772082,1136657.955,160806,53862,130530,78344.44445,49036,1006847,30848.3871,19670,22548,12529,29668,28895,327999,465279,445543,171395.8763,158602,146032,536224,42767.36842,96578
2006/1/31,193829,35608,290192,131234,166141,10811,231680,1730512.088,101066,26491,852388.7755,275584,1788362,1105264.773,162101,54303,132622,75194.9495,48590,1014950,29116.12903,21512,21052,12477,29837,28447,331187,464594,447548,174191.7526,164606,140963,531292,43525.26316,96757
2006/2/1,192292,35258,294846,130012,153465,9475,229043,1737806.593,116845,29207,838330.6122,296608,1810438,1097345.361,163688,53388,132929,85524.24242,48943,1020851,33716.30435,19521,23899,12472,28351,26017,336294,511167,443416,173115.4639,161884,146050,545219,43556.84211,95881
2006/2/2,193218,35760,297186,128347,145691,10782,227767,1752885.714,120183,28785,811358.1633,294137,1828457,1093264.948,158473,53429,133602,84900,49171,1024420,33351.08696,20755,23297,12890,28221,25654,337760,506766,442447,172078.3505,158510,148059,531654,43873.68421,96016
2006/2/3,190509,35889,294910,125534,163996,11242,224733,1735287.912,117305,28791,812477.551,294022,1840096,1111975.258,156259,53501,132687,84781.81818,48637,1026709,32979.34783,21813,23226,13195,28455,29334,331298,494450,442073,167094.8454,160650,148075,517177,43748.42105,97067
2006/2/4,172203,36333,260014,120457,163738,11073,199875,1506460.44,117482,28721,719523.4694,295155,1699152,1081184.536,147361,51683,121067,84739.39394,48183,883009,33195.65217,20251,23428,12825,26705,30133,286055,478565,406670,143232.9897,153013,144915,507337,40194.73684,91385
2006/2/5,159116,36478,245767,124666,168326,11021,196526,1383032.967,113888,28390,658517.347,290411,1589016,1036941.237,139209,49919,114669,82050.50505,47832,759679,33451.08696,16994,23104,12672,25755,29530,268535,463946,379949,131080.4124,142223,142344,501313,36780,88128
2006/2/6,189208,37778,284084,137779,163505,11007,226581,1706584.615,100351,26611,803275.5102,270513,1720720,951997.9381,163196,57450,130036,76550.50505,48873,1009345,29861.95652,20224,21133,12441,25382,30147,323511,432828,444827,162115.4639,161458,138092,457711,42938.94737,96088
2006/2/7,195081,37730,286760,141485,164689,10148,227143,1767182.418,99121,26099,830147.9592,256408,1753297,942270.1031,171565,58653,134370,72497.9798,48258,1055781,28977.17391,20273,20851,12510,27499,29111,316871,431295,450617,166304.1237,166617,139607,463705,43754.73684,98823
2006/2/8,191492,36959,284609,143033,151712,9709,221431,1744754.945,117071,28705,818262.2449,281456,1729762,1083091.753,170228,56884,133821,83357.57576,48941,1060658,32916.30435,20880,23774,12475,28138,26685,315217,473049,438564,164236.0825,167260,147381,521880,37592.63158,96321
2006/2/9,189887,36318,288298,141173,141465,11778,217181,1759083.516,117895,29203,813338.7755,288525,1726431,1095624.742,170775,55403,131583,85392.92929,48765,1046043,33252.17392,21830,23925,12663,28374,26033,314835,480395,433762,166117.5258,166145,146093,518904,42235.78947,94279
2006/2/10,184994,35787,286912,135869,161028,12685,214815,1709698.901,118584,29655,808324.4898,302125,1737758,1107939.175,163106,54389,130742,86206.0606,48857,1041140,33172.82609,20009,24092,12701,29463,29134,323709,492331,432383,160774.2268,164199,147890,524159,42705.26316,93477
2006/2/11,167189,35967,257915,126023,157523,12756,191427,1484752.747,118032,29094,705575.5102,303941,1611232,1119167.01,152758,52023,119054,86886.86869,47992,891844,33407.6087,19492,23861,12341,29403,29210,287737,483689,400823,135829.8969,155154,145485,534148,38946.31579,88385
2006/2/12,156331,35441,248300,126085,157842,12100,186262,1354029.67,116493,28891,639144.898,300779,1544918,1098612.371,139909,48923,113276,85772.72727,47381,771094,32468.47826,16527,23414,12273,29634,29302,265623,472763,361622,122837.1134,142278,141871,524487,36372.63158,84402
2006/2/13,185833,36278,284758,133665,159992,13148,214087,1667146.154,102018,26265,777721.4286,286839,1674048,990271.134,160787,55801,127299,78877.77778,48636,1010776,29536.95652,18650,21152,12121,30109,29057,325551,444187,425074,152610.3093,161200,139473,483989,42714.73684,92006
2006/2/14,187109,35914,285655,136045,157970,12167,214735,1705795.604,97485,25097,790752.0408,279632,1696970,957664.9485,166360,55922,130270,74656.56566,49130,1051724,28347.82609,19952,20501,12203,29588,28050,323294,429234,431140,154564.9485,164241,135301,466864,43627.36842,91723
2006/2/15,189445,35203,284897,137420,140220,10991,215638,1718362.637,113871,29044,788520.4082,296185,1665207,1074727.835,164866,56105,132412,82916.16162,48974,1056500,28403.26087,18719,23171,12123,28894,25618,320212,456898,428643,158648.4536,166036,137401,517398,44400,92792
2006/2/16,188118,34986,281144,134695,143745,12339,212746,1674901.099,115116,29343,781064.2857,298249,1600535,1078076.289,164518,55268,132782,85110.10101,49170,1052326,27904.34783,19655,23349,12239,30592,24280,323550,457949,432071,157582.4742,168158,143999,514935,44032.63158,92359
2006/2/17,183562,33637,280293,126409,155680,12447,206265,1644565.934,116134,29197,768435.7143,304425,1591837,1084307.217,157147,52637,131047,84938.38384,49242,1033371,32065.21739,19181,23441,12169,32313,27566,320329,462745,428771,156645.3608,162044,142945,511012,42424.21053,91822
2006/2/18,162779,32261,254133,113866,157666,13495,181206,1431982.418,116090,29128,674352.0408,308470,1436888,1098795.876,141468,48568,117411,86000,49003,872838,32055.43478,17982,22996,11838,31353,27285,279354,470900,389796,135234.0206,148886,137393,522790,37967.36842,85201
2006/2/19,146938,31105,237912,111944,160793,14641,173441,1288409.89,110180,29605,616771.4286,320111,1376178,1065581.443,129567,43943,110182,85476.76768,48769,744993,31729.34782,14552,22800,11490,29103,27646,256092,479443,348110,125141.2371,136824,128606,520519,34040,80538
2006/2/20,178974,31334,282908,115470,154739,13896,202358,1643195.604,98515,28208,782019.3877,308434,1563641,974242.268,142056,50262,123566,79426.26262,49417,981225,30431.52174,17341,20970,11217,27961,27560,314341,470757,408703,157834.0206,152946,123273,499540,40767.36842,87868
2006/2/21,180504,31968,293261,113602,158769,11857,206352,1695848.352,97624,27571,808342.8571,299680,1674145,952355.6701,143777,50783,126454,76055.55556,49691,1026644,27372.82609,20005,20047,11778,26906,27380,317849,469403,423776,162608.2474,156065,124978,511817,41571.57895,87863
2006/2/22,182491,32074,293487,113298,142058,11379,210043,1695545.055,115493,29304,823360.2041,302426,1677487,1085237.113,141904,51023,126812,85882.82829,49471,1025366,30823.91304,20175,22402,12217,25816,24935,322856,494526,431106,163684.5361,155658,132841,556197,41940,88128
2006/2/23,183176,33092,292901,112359,138887,11607,210137,1673790.11,114886,28534,836505.1021,309728,1699058,1098183.505,146522,51857,127017,88663.63637,49258,1018601,31141.30435,20117,22623,11984,24988,24056,323326,489143,428783,167752.5773,157486,128138,537752,41686.31579,89675
2006/2/24,182992,33943,287886,121046,155993,13626,206710,1656401.099,117181,25850,825524.4898,308429,1694476,1074761.856,148267,53704,126704,87820.20202,48806,1029316,31005.43478,20050,22566,11765,25019,26827,308140,488241,429861,167274.2268,160983,124879,533083,42475.78947,89045
2006/2/25,164676,33512,258823,116948,154237,12164,186545,1444281.319,116149,28004,729735.7143,303952,1560946,1057554.639,135606,50516,118226,86922.22222,48453,880217,31396.73913,18300,22970,11520,24167,27364,266351,472974,398314,148727.8351,151209,126657,517319,38280,84557
2006/2/26,152215,32960,247621,118187,154655,11782,184227,1322406.593,108679,27205,665687.7551,298423,1520503,1023782.474,126288,47130,111733,83843.43434,47976,742373,30392.3913,14919,21664,11665,23889,27246,254191,456520,359270,131039.1753,139619,125696,473486,35152.63158,82122
2006/2/27,184645,34451,283014,119957,153519,11001,210742,1584373.626,96562,24158,803391.8367,267671,1713607,933859.7938,141534,54332,125449,77588.88889,49205,990895,27608.69565,17041,19675,11388,23049,27708,305852,427459,421423,146816.4948,155988,124912,432152,41173.68421,90584
2006/2/28,186289,35014,290039,125747,151057,9928,213217,1656031.868,92619,23110,809527.551,252694,1716053,913175.2577,143208,55363,128552,73080.80808,49060,1012235,26139.13043,18859,18792,11834,23878,26658,313076,418391,431672,129120.6186,163155,123127,423320,42278.94737,92699
2006/3/1,187950,34870,287284,121118,137560,9350,214117,1679952.747,111960,26055,825961.2245,271058,1695095,1039555.67,143592,55402,128224,83073.73737,49272,1027965,29796.73913,18600,21109,11895,23022,24155,316547,447080,430645,156680.4124,158705,124465,480846,42743.15789,92221
2006/3/2,186694,35331,286945,121067,139155,10700,211718,1692871.429,112151,26373,824400,268188,1700382,1051647.423,145806,55873,129189,83962.62626,49228,1028453,30466.30435,19385,21570,11578,24043,23283,316468,444915,430074,163441.2371,160184,123200,493484,43285.26316,91319
2006/3/3,183491,34618,284982,110337,158160,11209,209838,1662591.209,111649,26915,808516.3265,270347,1680632,1053018.557,143163,56082,127384,85334.34343,49126,1027261,30435.86956,19367,21945,11641,24317,27388,319584,440546,426981,162614.433,160420,124922,496035,42967.36842,91314
2006/3/4,164759,33115,255385,107614,159288,10751,186264,1458153.846,113082,27078,704273.4694,268937,1522116,1052023.711,135554,50434,117310,84507.07071,48512,871340,30663.04348,17277,22290,11904,22859,28324,277926,443854,395975,140128.866,149877,130840,508468,38126.31579,84730
2006/3/5,153540,31697,243718,107139,157968,10740,180837,1341847.253,111637,26486,641952.0408,271245,1464498,1030484.536,121414,46950,111820,83354.54545,48122,751750,30658.69565,16326,22078,12332,21899,28349,256823,450253,354499,127241.2371,135211,133772,505826,35473.68421,82032
2006/3/6,182901,34716,281786,110681,157075,10549,207226,1645909.89,97577,24532,794158.1633,255544,1632132,924797.9381,118388,54159,125244,75704.0404,49098,971149,28275,20222,20462,12520,23000,28357,312010,428888,417266,156104.1237,154975,136113,468748,40680,89002
2006/3/7,184033,34932,285722,123431,155825,9483,209381,1662718.681,95718,23794,806015.3061,246297,1672384,910841.2371,142608,54850,127647,70589.89899,48671,1014307,27253.26087,21185,19993,12793,23840,27598,317960,409174,432698,158932.9897,163027,133820,456226,42196.84211,89737
2006/3/8,186228,34793,285173,126839,142632,8655,209867,1700082.418,111978,26865,783696.9388,259523,1628237,1050052.577,156595,54532,128220,81513.13131,49391,1020603,30839.13044,21022,22027,13089,24743,24916,323083,427078,433372,156855.6701,161350,140688,475808,42407.36842,89168
2006/3/9,185311,34881,280672,125566,135807,9944,212028,1648530.769,114603,25644,766181.6326,252494,1547030,1055080.412,157044,55330,130171,83320.20202,48851,1013200,31261.95652,19918,21560,12648,23828,24475,323818,422299,432039,156049.4845,161523,142579,470979,43210.52632,91250
2006/3/10,182027,34801,277609,121553,148157,9866,204327,1620760.44,113443,25317,759294.898,246490,1570811,1049770.103,151898,55056,128929,84131.31313,48123,997219,30293.47826,20798,21323,12804,23565,27445,315902,410409,425441,153553.6082,160609,146749,472530,43263.1579,89500
2006/3/11,160522,34097,253754,111295,153484,11241,182352,1452756.044,111831,25371,666628.5714,243074,1473782,1047740.206,140655,49869,116435,83118.18182,47791,856372,26129.34783,18945,21143,12436,23821,27350,272901,404976,393446,132986.5979,150837,143395,462244,37135.78948,83494
2006/3/12,152057,34117,242499,111205,150016,10661,181427,1338275.824,107793,25762,589482.6531,245813,1464631,1020540.206,130378,48378,111481,81020.20202,47269,746190,27213.04348,16609,21354,12405,24203,27397,259082,399445,356292,115973.1959,141224,141407,449134,35077.89474,81203
2006/3/13,182576,35691,278018,121782,146240,10410,208569,1638395.604,93819,23694,728604.0816,234481,1659492,901855.6701,146688,55470,126585,74495.9596,48194,975327,26455.43478,19119,19376,12079,22440,26813,315495,386939,420487,140006.1856,157207,133869,416886,41165.26316,89904
2006/3/14,185509,35726,277422,124265,142976,9723,212645,1664594.506,90431,23474,739920.4082,230972,1639112,846062.8866,153189,55600,126656,69564.64646,47492,1008979,25936.95652,21826,18886,12263,23992,26677,320029,387215,430340,142692.7835,162233,131111,416678,42566.31579,90142
2006/3/15,185377,35169,273522,123704,132652,9030,211871,1669204.396,107122,25510,737453.0612,260420,1622066,967474.2268,144998,54370,109872,79346.46465,47833,1009468,29008.69565,20590,21344,11605,23962,23256,341442,413854,427242,144939.1753,163677,134031,472245,42085.26316,89770
2006/3/16,183597,34648,279835,122101,127610,10128,209124,1666396.703,108314,25181,734116.3265,264058,1631507,993561.8557,147861,54349,124024,79847.47475,48247,1017049,29114.13043,21662,21837,11468,23257,22704,348123,420880,426988,146261.8557,162418,131491,477095,42542.10526,89754
2006/3/17,180211,35180,277279,118698,137895,10330,207091,1644730.769,107939,26225,734985.7143,264607,1617721,971045.3608,148370,53996,127549,69302.0202,48081,1001211,28773.91304,21664,21831,11400,23616,25298,344457,410076,423697,150001.0309,159828,131213,465967,42488.42105,88665
2006/3/18,160001,34432,245238,112768,135953,10375,184454,1413157.143,106417,26368,656389.7959,256366,1451735,946107.2165,139343,50156,117543,77217.17172,47305,859453,28347.82609,19140,21604,11415,23449,24469,294441,404880,389953,130326.8041,149395,127412,454653,37922.10526,83988
2006/3/19,144441,32705,234030,109067,135811,10537,173552,1275859.341,102942,25295,580629.5919,245118,1337102,930523.7113,128848,45434,110007,78447.47475,47599,739774,27529.34783,16638,20923,11159,24528,25802,276870,393839,347896,117969.0722,135185,120991,435716,34750.52632,80424
2006/3/20,172320,32572,271841,109730,137774,10570,198267,1585126.374,90504,22519,693478.5715,227861,1492337,849121.6495,142733,50532,121335,71185.85859,47975,966958,26070.65217,18804,18226,11045,27895,26072,329246,367069,407612,144291.7526,150144,113133,387480,39812.63158,84979
2006/3/21,174277,32140,277897,106447,133043,10223,199987,1615734.066,86662,22145,744527.551,224753,1530381,823211.3402,142741,50768,123333,66831.31313,47613,1002980,24360.86957,20743,17837,11185,27869,25286,328938,366656,414183,148143.299,151069,107529,397545,41264.21053,85464
2006/3/22,174694,31332,274979,103586,124709,9327,202188,1616224.176,103073,24610,743192.8571,257340,1546665,933311.3402,142932,50508,124485,75383.83838,47612,1003586,27409.78261,20689,20211,10899,27072,22921,332403,401212,416744,150683.5052,149044,107765,449725,41231.57895,85826
2006/3/23,175407,32579,273328,101559,121738,11304,200221,1600013.187,103870,25155,742218.3673,263073,1516739,978015.4639,141300,50471,125031,78122.22222,47582,989111,27876.08696,20388,20922,10948,25766,22409,329395,390667,414095,155122.6804,151786,111284,440654,41326.31579,86128
2006/3/24,172290,32224,268433,110911,136734,10473,197664,1591041.758,104621,24869,721943.8775,266348,1447725,964488.6598,141561,49273,123173,78371.71717,46735,993898,28516.30435,21162,21000,10591,24659,25903,327356,396308,412075,149854.6392,155438,112847,438671,39695.78947,84831
2006/3/25,151103,31214,235722,102742,135653,9226,176208,1359610.989,101787,24562,620617.3469,269380,1251213,963838.1443,123984,45179,113653,77527.27273,45821,841344,27445.65217,18990,20719,10090,25159,27252,285018,387882,380645,129429.8969,140365,108448,432385,34994.73684,80479
2006/3/26,136105,29330.5,221347.5,99999,139437,10165,168112.5,1225057.143,97409,23947,551665.8163,260595,1118451.5,920144.3299,119810,40766,106783,75923.23232,45541,714313.5,26817.39131,15781.5,20172,10045,26231,26898,253653,384335,338229.5,114880.4124,129467,104055,412836,32068.42105,76789
2006/3/27,162374,29714,257134,102758,132962,10657,189751,1528552.747,86957,21390,695416.3265,241506,1279740,829150.5155,136422,45498,119138,68381.81818,46689,934199,24651.08696,18509,18153,10379,24810,26835,313837,355896,392239,139405.1546,143791,101416,386047,37983.15789,82920
2006/3/28,167583,29112,262497,98018,128875,10356,190559,1578252.747,84607.5,21102,707597.9592,235274,1330699,803512.3711,136691,45497,119951,65679.29293,46499,972786,23540.21739,20191,17890,10062.25,26565,26454,309710,353529,392994,141711.3402,144236,102510,386854,39386.31579,83107
2006/3/29,167214,28982,267036,95150,122169,8760,191989,1578965.934,100025,23967,720236.7347,262835,1364610,960641.2371,135750,45455,121652,77303.0303,46829,958373,27385.86956,20744,20133,10001,25284,23326,321587,374948,398150,146035.0515,143878,106497,431684,39407.36842,84431
2006/3/30,164542,28689,267451,95552,117149.5,9782,188424,1602102.198,101580,23895,719248.9796,258645,1377781,965636.0825,134869,44972,118911,80661.61616,46747,952640,27569.56522,19565,19856,10406,25011,22891.5,321552,383315,393963,142777.3196,146841,105515,425530,39711.57895,82974
2006/3/31,161847,29107,261590,93638,129785,10239,183969,1571063.736,98411,23604,706718.3674,259536,1310855,982628.866,132622,45587,119479,79651.51515,46476,952864,26721.73913,19902,19322,10611,25276,25782,313866,374188,390925,141860.8247,143766,103380,430589,39681.05263,83039
2006/4/1,140481,28841,231147,86691,129939,9118,158572,1339846.154,85232,22831,608624.4898,246980,1153547,964162.8866,125586,41607,106798,77222,45704,808311,26142.10526,18821,19120,10348,25255,25503,272700.5,348908,357393,121091.7526,134514,103594,415773,35036.8421,74944
2006/4/2,127285,27994,217767,86197,130915,10238,151382,1217227.473,83142,20463,545259.1837,222076,1090721,870172.165,115863,38274,101095,73434,45281,694507,26525.26316,16499,17658,10085,24436,25589,254438,344947,313750,108060.8247,120495,98854,376090,31596.84211,71770
2006/4/3,162710,28877,257664,93878,129660,9983,178317,1552527.473,81616,20766,684366.3266,221784,1306216,830298.9691,134251,43883,115062,69388,46873,913653,24412.63158,20075,17814,10279,24792,25171,315840,337702,374213,134548.4536,135132,102744,358073,38101.05263,79444
2006/4/4,163687,29875,263064,94237,129930,9278,181256,1578105.494,82316,20235,683321.4286,215849,1342064,777362.8866,136807,44365,118680,64234,46794,947642,20307.36842,20183,16001,9683,24770,24838,321112,329759,388718,137041.2371,140674,90286,358869,38712.63158,80091
2006/4/5,166804,30194,266151,94060,116334,8603,188797,1587269.231,83269,22688,701622.449,219632,1420562,785544.3299,133726,45311,119038,65372,46881,958102,21556.8421,21394,16376,10111,25131,22579,326204,341097,397455,139808.2474,140005,93800,381450,39792.63158,81544
2006/4/6,169880,31565,264453,94518,110457,9633,187057,1576850.549,98749,23759,707650,243128,1438030,878403.0928,135511,48075,121911,73395,46178,965441,27342.10526,19383,19676,10414,26107,21522,322621,372612,401416,139391.7526,144068,111103,414195,41304.21053,83252
2006/4/7,163365,32055,262870,97417,127025,9798,183322,1536512.088,98051,24227,707562.2449,245333,1396043,923384.5361,135524,46689,119758,73934,45575,957152,27804.21053,21162,20153,10423,25851,25799,321032,358490,395524,137724.7423,151274,112474,402347,39594.73684,81183
2006/4/8,142862,31219,233290,94386,132598,10522,158953,1327502.198,99092,23759,611689.7959,245011,1231323,904944.3299,128400,43943,108712,73728,45399,815318,27513.68421,18536,19533,10170,23274,26100,273672,357426,363912,118768.0412,141323,108637,401529,35746.31579,75933
2006/4/9,127937,29502,220061,92089,126529,9764,154222,1209358.242,96538,23021,545090.8163,242949,1161392,881918.5567,116854,39668,102853,71309,45082,704514,27005.26316,16321,19416,9863,24573,25591,253612,348042,320659,106711.3402,125739,104425,396683,32509.47368,72987
2006/4/10,159297,29906,252219,95208,123393,9593,186843,1534453.846,82693,20158,666592.8571,221709,1426817,777159.7938,131641,45134,115519,64474,45430,936905,24714.73684,18748,17551,9853,23927,25969,317345,325011,387716,132588.6598,140344,102967,367040,38351.57895,79870
2006/4/11,169800,30163,257725,95816,119414,9596,192131,1562553.846,79639,19421,693873.4694,212440,1473603,749694.8454,136302,47457,120129,61241,46338,961990,23063.15789,19240,16376,10226,23612,24136,320545,315997,402667,134955.6701,143816,104781,356062,39664.21053,82399
2006/4/12,167722,32175,258199,100600,107526,8484,189827,1564381.319,95744,21757,669235.7143,231168,1434735,882057.732,134176,47934,121009,69246,46343,954533,26486.31579,19282,18516,10498,23012,21866,321928,338765,400188,135802.0619,151396,110894,387172,39693.68421,83733
2006/4/13,168893,32883,260597,100733,100778,8387,189695,1560680.22,96955,21939,573007.1429,228920,1424747,893185.567,134605,47861,120207,71057,45690,950268,26558.94737,20168,18376,10814,21869,20043,321241,332417,400559,133379.3814,152817,110708,382184,39413.68421,81985
